day,direction,entry_ts,exit_ts,entry_index,exit_index,reference_level,index_stop,beta,strike_rank,lots,quantity,risk_rupees,pnl_rupees,pnl_r,mfe_rupees,mfe_r,capture_pct,exit_reason,minutes_open
2026-03-18,CE,2026-03-18 07:56:00+00:00,2026-03-18 08:34:00+00:00,55326.550000,55401.450000,55109.300000,55211.38,0.35,OTM1,1,30,1209.29,1032.00,0.85,1476.30,1.22,69.90,mfe_ratchet_stop,38
2026-03-18,CE,2026-03-18 08:46:00+00:00,2026-03-18 08:59:00+00:00,55358.800000,55470.850000,55109.300000,55326.75,0.5,ATM,1,30,480.75,2050.50,4.27,2930.25,6.10,69.98,mfe_ratchet_stop,13
2026-03-23,PE,2026-03-23 04:26:00+00:00,2026-03-23 04:32:00+00:00,51952.250000,51863.400000,52068.800000,52083.52,0.35,OTM1,1,30,1378.34,1146.00,0.83,1637.48,1.19,69.99,mfe_ratchet_stop,6
2026-03-23,PE,2026-03-23 04:41:00+00:00,2026-03-23 04:56:00+00:00,51888.900000,51776.800000,52068.800000,51978.74,0.5,ATM,1,30,1347.60,1722.00,1.28,2460.00,1.83,70.00,mfe_ratchet_stop,15
2026-03-23,PE,2026-03-23 05:16:00+00:00,2026-03-23 05:34:00+00:00,51779.750000,51633.850000,52068.800000,51857.85,0.5,ATM,1,30,1171.50,2218.50,1.89,3170.25,2.71,69.98,mfe_ratchet_stop,18
2026-03-24,CE,2026-03-24 07:16:00+00:00,2026-03-24 07:23:00+00:00,52668.550000,52801.900000,52491.750000,52560.33,0.35,OTM1,1,30,1136.31,1402.50,1.23,2005.50,1.76,69.93,mfe_ratchet_stop,7
2026-03-25,CE,2026-03-25 05:36:00+00:00,2026-03-25 05:39:00+00:00,53910.450000,53956.750000,53571.800000,53857.69,0.5,ATM,1,30,791.40,819.00,1.03,1171.50,1.48,69.91,mfe_ratchet_stop,3
2026-03-25,CE,2026-03-25 08:16:00+00:00,2026-03-25 08:42:00+00:00,54060.950000,53950.71,53571.800000,53950.71,0.35,OTM1,1,30,1157.52,-1157.52,-1.00,614.78,0.53,0,index_structure_stop,26
2026-03-27,PE,2026-03-27 04:41:00+00:00,2026-03-27 05:28:00+00:00,52678.750000,52605.300000,52773.100000,52790.08,0.35,OTM1,1,30,1168.97,1069.50,0.91,1529.33,1.31,69.93,mfe_ratchet_stop,47
2026-03-27,PE,2026-03-27 05:46:00+00:00,2026-03-27 06:02:00+00:00,52605.750000,52486.700000,52773.100000,52625.78,0.5,ATM,1,30,300.45,1795.50,5.98,2565.00,8.54,70.00,mfe_ratchet_stop,16
2026-03-27,PE,2026-03-27 08:16:00+00:00,2026-03-27 08:21:00+00:00,52567.550000,52549.550000,52773.100000,52606.68,0.5,ATM,1,30,586.95,727.50,1.24,1039.50,1.77,69.99,mfe_ratchet_stop,5
2026-03-30,PE,2026-03-30 07:31:00+00:00,2026-03-30 07:35:00+00:00,50791.550000,50791.800000,50888.150000,50824.49,0.5,ATM,1,30,494.10,450.00,0.91,750.75,1.52,59.94,mfe_ratchet_stop,4
2026-03-30,PE,2026-03-30 07:56:00+00:00,2026-03-30 09:41:00+00:00,50687.950000,50303.100000,50888.150000,50782.23,0.5,ATM,1,30,1414.20,6117.00,4.33,8740.50,6.18,69.98,mfe_ratchet_stop,105
2026-04-01,CE,2026-04-01 07:31:00+00:00,2026-04-01 07:41:00+00:00,51860.100000,51883.500000,51801.600000,51805.70,0.5,ATM,1,30,816.00,1180.50,1.45,1687.50,2.07,69.96,mfe_ratchet_stop,10
2026-04-02,CE,2026-04-02 08:06:00+00:00,2026-04-02 08:18:00+00:00,50698.350000,50866.050000,50646.150000,50680.64,0.5,ATM,1,30,265.65,2725.50,10.26,3894.00,14.66,69.99,mfe_ratchet_stop,12
2026-04-06,CE,2026-04-06 07:51:00+00:00,2026-04-06 08:46:00+00:00,52281.300000,52390.200000,51829.300000,52142.80,0.35,OTM1,1,30,1454.25,1236.00,0.85,1766.63,1.21,69.96,mfe_ratchet_stop,55
2026-04-06,CE,2026-04-06 09:01:00+00:00,2026-04-06 09:33:00+00:00,52419.000000,52464.850000,51829.300000,52296.16,0.35,OTM1,1,30,1289.82,904.50,0.70,1293.60,1.00,69.92,mfe_ratchet_stop,32
2026-04-07,CE,2026-04-07 08:11:00+00:00,2026-04-07 08:17:00+00:00,52441.800000,52508.950000,52290.500000,52372.58,0.5,ATM,1,30,1038.30,1621.50,1.56,2317.50,2.23,69.97,mfe_ratchet_stop,6
2026-04-08,CE,2026-04-08 05:16:00+00:00,2026-04-08 05:33:00+00:00,55338.650000,55476.050000,55230.350000,55256.47,0.5,ATM,1,30,1232.70,2064.00,1.67,2949.75,2.39,69.97,mfe_ratchet_stop,17
2026-04-08,CE,2026-04-08 09:06:00+00:00,2026-04-08 09:19:00+00:00,55563.550000,55647.300000,55230.350000,55514.64,0.5,ATM,1,30,733.65,2001.00,2.73,2860.50,3.90,69.95,mfe_ratchet_stop,13
2026-04-09,PE,2026-04-09 07:51:00+00:00,2026-04-09 07:53:00+00:00,54887.700000,54892.650000,55247.650000,54978.79,0.5,ATM,1,30,1366.35,1.50,0.00,1200.00,0.88,0.13,mfe_ratchet_stop,2
2026-04-09,PE,2026-04-09 08:11:00+00:00,2026-04-09 08:19:00+00:00,54848.050000,54851.250000,55247.650000,54939.68,0.5,ATM,1,30,1374.45,1.50,0.00,1175.25,0.86,0.13,mfe_ratchet_stop,8
2026-04-09,PE,2026-04-09 09:01:00+00:00,2026-04-09 09:02:00+00:00,54712.100000,54685.650000,55247.650000,54761.97,0.5,ATM,1,30,748.05,894.00,1.20,1278.75,1.71,69.91,mfe_ratchet_stop,1
2026-04-10,CE,2026-04-10 04:26:00+00:00,2026-04-10 04:32:00+00:00,55750.200000,55809.950000,55627.450000,55725.53,0.5,ATM,1,30,370.05,1126.50,3.04,1610.25,4.35,69.96,mfe_ratchet_stop,6
2026-04-10,CE,2026-04-10 07:56:00+00:00,2026-04-10 08:19:00+00:00,55844.750000,55843.050000,55627.450000,55770.41,0.5,ATM,1,30,1115.10,1.50,0.00,948.00,0.85,0.16,mfe_ratchet_stop,23
2026-04-10,CE,2026-04-10 08:26:00+00:00,2026-04-10 08:32:00+00:00,55857.400000,55906.100000,55627.450000,55805.75,0.5,ATM,1,30,774.75,1062.00,1.37,1518.75,1.96,69.93,mfe_ratchet_stop,6
2026-04-13,CE,2026-04-13 06:46:00+00:00,2026-04-13 07:04:00+00:00,55218.500000,55328.400000,54848.100000,55130.46,0.5,ATM,1,30,1320.60,1798.50,1.36,2571.00,1.95,69.95,mfe_ratchet_stop,18
2026-04-13,CE,2026-04-13 08:01:00+00:00,2026-04-13 08:10:00+00:00,55417.150000,55509.000000,54848.100000,55352.94,0.5,ATM,1,30,963.15,1395.00,1.45,1994.25,2.07,69.95,mfe_ratchet_stop,9
2026-04-13,CE,2026-04-13 08:21:00+00:00,2026-04-13 08:35:00+00:00,55526.650000,55617.850000,54848.100000,55453.01,0.5,ATM,1,30,1104.60,2373.00,2.15,3390.00,3.07,70.00,mfe_ratchet_stop,14
2026-04-16,PE,2026-04-16 06:26:00+00:00,2026-04-16 06:28:00+00:00,56221.450000,56156.250000,56522.100000,56274.53,0.5,ATM,1,30,796.20,1026.00,1.29,1466.25,1.84,69.97,mfe_ratchet_stop,2
2026-04-16,PE,2026-04-16 06:51:00+00:00,2026-04-16 06:54:00+00:00,56103.000000,56048.050000,56522.100000,56178.95,0.5,ATM,1,30,1139.25,946.50,0.83,1352.25,1.19,69.99,mfe_ratchet_stop,3
2026-04-16,PE,2026-04-16 07:36:00+00:00,2026-04-16 07:37:00+00:00,56028.850000,55973.950000,56522.100000,56037.76,0.5,ATM,1,30,133.65,834.00,6.24,1191.75,8.92,69.98,mfe_ratchet_stop,1
2026-04-17,CE,2026-04-17 08:11:00+00:00,2026-04-17 08:26:00+00:00,56450.150000,56403.37,56209.300000,56403.37,0.5,ATM,1,30,701.70,-701.70,-1.00,291.75,0.42,0,index_structure_stop,15
2026-04-20,CE,2026-04-20 05:11:00+00:00,2026-04-20 05:40:00+00:00,57037.950000,56922.32,56909.500000,56922.32,0.35,OTM1,1,30,1214.12,-1214.12,-1.00,181.65,0.15,0,index_structure_stop,29
2026-04-21,CE,2026-04-21 04:31:00+00:00,2026-04-21 04:49:00+00:00,57209.200000,57157.70,57088.400000,57157.70,0.5,ATM,1,30,772.50,-772.50,-1.00,245.25,0.32,0,index_structure_stop,18
2026-04-23,PE,2026-04-23 09:01:00+00:00,2026-04-23 09:12:00+00:00,56243.600000,56294.33,56491.250000,56294.33,0.5,ATM,1,30,760.95,-760.95,-1.00,396.75,0.52,0,index_structure_stop,11
2026-04-24,PE,2026-04-24 04:26:00+00:00,2026-04-24 04:31:00+00:00,55882.450000,56002.15,56159.450000,56002.15,0.35,OTM1,1,30,1256.85,-1256.85,-1.00,338.63,0.27,0,index_structure_stop,5
2026-04-28,PE,2026-04-28 08:16:00+00:00,2026-04-28 08:25:00+00:00,55559.150000,55614.98,55851.800000,55614.98,0.5,ATM,1,30,837.45,-837.45,-1.00,447.00,0.53,0,index_structure_stop,9
2026-04-29,CE,2026-04-29 04:41:00+00:00,2026-04-29 04:49:00+00:00,55770.050000,55835.350000,55688.350000,55702.28,0.5,ATM,1,30,1016.55,1126.50,1.11,1610.25,1.58,69.96,mfe_ratchet_stop,8
2026-04-29,CE,2026-04-29 06:56:00+00:00,2026-04-29 07:12:00+00:00,56066.850000,56144.700000,55688.350000,55985.20,0.5,ATM,1,30,1224.75,1174.50,0.96,1678.50,1.37,69.97,mfe_ratchet_stop,16
2026-05-05,PE,2026-05-05 06:26:00+00:00,2026-05-05 06:35:00+00:00,54272.150000,54253.950000,54438.150000,54317.09,0.5,ATM,1,30,674.10,457.50,0.68,757.50,1.12,60.40,mfe_ratchet_stop,9
2026-05-06,PE,2026-05-06 05:46:00+00:00,2026-05-06 05:51:00+00:00,54959.950000,54964.050000,55109.050000,55023.85,0.5,ATM,1,30,958.50,1.50,0.00,910.50,0.95,0.16,mfe_ratchet_stop,5
2026-05-06,PE,2026-05-06 06:06:00+00:00,2026-05-06 06:39:00+00:00,54942.850000,54868.950000,55109.050000,55038.96,0.5,ATM,1,30,1441.65,1147.50,0.80,1640.25,1.14,69.96,mfe_ratchet_stop,33
2026-05-06,PE,2026-05-06 06:46:00+00:00,2026-05-06 06:56:00+00:00,54842.300000,54756.650000,55109.050000,54891.81,0.5,ATM,1,30,742.65,1380.00,1.86,1973.25,2.66,69.94,mfe_ratchet_stop,10
2026-05-08,PE,2026-05-08 08:41:00+00:00,2026-05-08 08:43:00+00:00,55222.000000,55171.700000,55507.450000,55254.52,0.5,ATM,1,30,487.80,1303.50,2.67,1863.75,3.82,69.94,mfe_ratchet_stop,2
2026-05-11,PE,2026-05-11 04:26:00+00:00,2026-05-11 04:33:00+00:00,54442.700000,54473.700000,54600.250000,54496.69,0.5,ATM,1,30,809.85,1.50,0.00,749.25,0.93,0.20,mfe_ratchet_stop,7
2026-05-11,PE,2026-05-11 04:46:00+00:00,2026-05-11 04:52:00+00:00,54448.300000,54469.250000,54600.250000,54543.51,0.5,ATM,1,30,1428.15,1.50,0.00,1240.50,0.87,0.12,mfe_ratchet_stop,6
2026-05-12,PE,2026-05-12 05:31:00+00:00,2026-05-12 05:35:00+00:00,53937.600000,53912.450000,54003.300000,53983.89,0.5,ATM,1,30,694.35,456.00,0.66,756.00,1.09,60.32,mfe_ratchet_stop,4
2026-05-12,PE,2026-05-12 08:36:00+00:00,2026-05-12 08:43:00+00:00,53666.700000,53620.800000,54003.300000,53716.56,0.5,ATM,1,30,747.90,771.00,1.03,1101.75,1.47,69.98,mfe_ratchet_stop,7
2026-05-12,PE,2026-05-12 09:01:00+00:00,2026-05-12 09:05:00+00:00,53690.250000,53661.550000,54003.300000,53735.82,0.5,ATM,1,30,683.55,727.50,1.06,1041.00,1.52,69.88,mfe_ratchet_stop,4
2026-05-14,PE,2026-05-14 05:26:00+00:00,2026-05-14 05:35:00+00:00,53368.400000,53247.450000,53639.150000,53411.67,0.5,ATM,1,30,649.05,1855.50,2.86,2652.00,4.09,69.97,mfe_ratchet_stop,9
2026-05-14,CE,2026-05-14 06:46:00+00:00,2026-05-14 06:49:00+00:00,54187.100000,54259.600000,53968.650000,54047.83,0.35,OTM1,1,30,1462.34,1342.50,0.92,1919.93,1.31,69.92,mfe_ratchet_stop,3
2026-05-20,CE,2026-05-20 05:51:00+00:00,2026-05-20 05:53:00+00:00,53196.050000,53261.000000,53020.500000,53169.29,0.5,ATM,1,30,401.40,1020.00,2.54,1458.75,3.63,69.92,mfe_ratchet_stop,2
2026-05-20,CE,2026-05-20 05:56:00+00:00,2026-05-20 06:01:00+00:00,53246.600000,53271.850000,53020.500000,53169.29,0.5,ATM,1,30,1159.65,916.50,0.79,1309.50,1.13,69.99,mfe_ratchet_stop,5
2026-05-20,CE,2026-05-20 08:36:00+00:00,2026-05-20 08:41:00+00:00,53320.600000,53396.900000,53020.500000,53254.57,0.5,ATM,1,30,990.45,1192.50,1.20,1704.00,1.72,69.98,mfe_ratchet_stop,5
2026-05-21,PE,2026-05-21 05:31:00+00:00,2026-05-21 05:49:00+00:00,53725.300000,53622.650000,53797.150000,53807.34,0.5,ATM,1,30,1230.60,2041.50,1.66,2918.25,2.37,69.96,mfe_ratchet_stop,18
2026-05-22,CE,2026-05-22 04:36:00+00:00,2026-05-22 04:48:00+00:00,53983.550000,54054.350000,53914.900000,53904.67,0.5,ATM,1,30,1183.20,1222.50,1.03,1748.25,1.48,69.93,mfe_ratchet_stop,12
2026-05-25,CE,2026-05-25 05:31:00+00:00,2026-05-25 05:40:00+00:00,55034.100000,55058.700000,54974.400000,55000.34,0.5,ATM,1,30,506.40,402.00,0.79,702.75,1.39,57.20,mfe_ratchet_stop,9
2026-05-25,CE,2026-05-25 09:11:00+00:00,2026-05-25 09:50:00+00:00,55053.650000,55300.650000,54974.400000,55006.84,0.5,ATM,1,30,702.15,3705.00,5.28,3882.75,5.53,95.42,force_intraday_exit,39
2026-05-27,PE,2026-05-27 08:11:00+00:00,2026-05-27 08:13:00+00:00,54898.800000,54856.200000,54908.850000,54924.77,0.5,ATM,1,30,389.55,715.50,1.84,1022.25,2.62,69.99,mfe_ratchet_stop,2
2026-05-27,PE,2026-05-27 08:16:00+00:00,2026-05-27 08:53:00+00:00,54841.050000,54925.52,54908.850000,54925.52,0.5,ATM,1,30,1267.05,-1267.05,-1.00,444.75,0.35,0,index_structure_stop,37
2026-05-29,PE,2026-05-29 08:01:00+00:00,2026-05-29 08:07:00+00:00,54626.250000,54534.650000,54748.300000,54645.94,0.5,ATM,1,30,295.35,1378.50,4.67,1969.50,6.67,69.99,mfe_ratchet_stop,6
2026-05-29,PE,2026-05-29 08:16:00+00:00,2026-05-29 08:25:00+00:00,54518.000000,54498.150000,54748.300000,54573.97,0.5,ATM,1,30,839.55,585.00,0.70,885.75,1.06,66.05,mfe_ratchet_stop,9
2026-06-01,PE,2026-06-01 04:31:00+00:00,2026-06-01 04:35:00+00:00,54080.850000,54028.200000,54170.650000,54173.35,0.5,ATM,1,30,1387.50,1035.00,0.75,1479.75,1.07,69.94,mfe_ratchet_stop,4
2026-06-01,PE,2026-06-01 04:51:00+00:00,2026-06-01 05:06:00+00:00,54004.250000,53890.600000,54170.650000,54120.48,0.35,OTM1,1,30,1220.42,1195.50,0.98,1708.35,1.40,69.98,mfe_ratchet_stop,15
2026-06-01,PE,2026-06-01 08:41:00+00:00,2026-06-01 08:55:00+00:00,53598.750000,53551.300000,54170.650000,53694.95,0.5,ATM,1,30,1443.00,1113.00,0.77,1590.75,1.10,69.97,mfe_ratchet_stop,14
2026-06-02,CE,2026-06-02 07:56:00+00:00,2026-06-02 08:01:00+00:00,53827.150000,53897.800000,53385.650000,53742.97,0.5,ATM,1,30,1262.70,1114.50,0.88,1592.25,1.26,70.00,mfe_ratchet_stop,5
2026-06-02,CE,2026-06-02 08:16:00+00:00,2026-06-02 08:20:00+00:00,53827.450000,53863.050000,53385.650000,53779.71,0.5,ATM,1,30,716.10,799.50,1.12,1143.75,1.60,69.90,mfe_ratchet_stop,4
2026-06-03,CE,2026-06-03 08:16:00+00:00,2026-06-03 08:19:00+00:00,53736.400000,53869.900000,53638.850000,53673.79,0.5,ATM,1,30,939.15,2257.50,2.40,3226.50,3.44,69.97,mfe_ratchet_stop,3
2026-06-03,CE,2026-06-03 08:26:00+00:00,2026-06-03 08:32:00+00:00,53850.150000,53909.500000,53638.850000,53800.60,0.5,ATM,1,30,743.25,1051.50,1.41,1503.00,2.02,69.96,mfe_ratchet_stop,6
2026-06-03,CE,2026-06-03 09:06:00+00:00,2026-06-03 09:13:00+00:00,53970.800000,54092.750000,53638.850000,53892.83,0.5,ATM,1,30,1169.55,1942.50,1.66,2776.50,2.37,69.96,mfe_ratchet_stop,7
2026-06-04,CE,2026-06-04 04:46:00+00:00,2026-06-04 04:46:00+00:00,54253.150000,54214.13,54138.850000,54214.13,0.5,ATM,1,30,585.30,-585.30,-1.00,0,0.00,0,index_structure_stop,0
2026-06-05,CE,2026-06-05 04:31:00+00:00,2026-06-05 04:31:00+00:00,54563.400000,54495.50,54520.200000,54495.50,0.5,ATM,1,30,1018.50,-1018.50,-1.00,0,0.00,0,index_structure_stop,0
2026-06-09,CE,2026-06-09 06:31:00+00:00,2026-06-09 06:33:00+00:00,54791.950000,54852.850000,54711.200000,54732.93,0.5,ATM,1,30,885.30,1032.00,1.17,1476.00,1.67,69.92,mfe_ratchet_stop,2
2026-06-09,CE,2026-06-09 06:41:00+00:00,2026-06-09 06:50:00+00:00,54839.200000,54878.850000,54711.200000,54780.71,0.5,ATM,1,30,877.35,640.50,0.73,941.25,1.07,68.05,mfe_ratchet_stop,9
2026-06-09,CE,2026-06-09 07:01:00+00:00,2026-06-09 07:04:00+00:00,54918.250000,54970.400000,54711.200000,54855.49,0.5,ATM,1,30,941.40,877.50,0.93,1254.00,1.33,69.98,mfe_ratchet_stop,3
2026-06-11,CE,2026-06-11 04:21:00+00:00,2026-06-11 04:24:00+00:00,55202.150000,55213.900000,55096.450000,55112.76,0.5,ATM,1,30,1340.85,1150.50,0.86,1645.50,1.23,69.92,mfe_ratchet_stop,3
