day,direction,entry_ts,exit_ts,entry_index,exit_index,reference_level,index_stop,beta,strike_rank,lots,quantity,risk_rupees,pnl_rupees,pnl_r,mfe_rupees,mfe_r,capture_pct,exit_reason,minutes_open
2026-03-05,PE,2026-03-05 08:45:00+00:00,2026-03-05 08:54:00+00:00,58561.400000,58661.39,58809.700000,58661.39,0.5,ATM,1,30,1499.85,-1499.85,-1.00,825.00,0.55,0,index_structure_stop,9
2026-03-06,PE,2026-03-06 05:00:00+00:00,2026-03-06 06:09:00+00:00,58404.000000,58411.050000,58495.250000,58508.95,0.35,OTM1,1,30,1101.98,1.50,0.00,1054.20,0.96,0.14,mfe_ratchet_stop,69
2026-03-10,CE,2026-03-10 05:40:00+00:00,2026-03-10 06:16:00+00:00,56862.450000,56946.050000,56745.650000,56756.12,0.35,OTM1,1,30,1116.47,943.50,0.85,1348.73,1.21,69.95,mfe_ratchet_stop,36
2026-03-10,CE,2026-03-10 08:25:00+00:00,2026-03-10 08:46:00+00:00,56924.200000,57023.250000,56745.650000,56843.99,0.5,ATM,1,30,1203.15,1813.50,1.51,2592.75,2.15,69.95,mfe_ratchet_stop,21
2026-03-11,PE,2026-03-11 05:05:00+00:00,2026-03-11 05:19:00+00:00,56518.000000,56390.350000,56642.750000,56588.77,0.5,ATM,1,30,1061.55,2160.00,2.03,3086.25,2.91,69.99,mfe_ratchet_stop,14
2026-03-11,PE,2026-03-11 06:05:00+00:00,2026-03-11 07:49:00+00:00,56065.450000,55960.750000,56642.750000,56188.60,0.35,OTM1,1,30,1293.08,1230.00,0.95,1759.28,1.36,69.91,mfe_ratchet_stop,104
2026-03-11,PE,2026-03-11 08:50:00+00:00,2026-03-11 08:57:00+00:00,55915.350000,55938.650000,56642.750000,55978.24,0.5,ATM,1,30,943.35,645.00,0.68,945.00,1.00,68.25,mfe_ratchet_stop,7
2026-03-13,PE,2026-03-13 04:50:00+00:00,2026-03-13 05:21:00+00:00,54075.200000,54089.350000,54361.600000,54207.76,0.35,OTM1,1,30,1391.88,1.50,0.00,1184.93,0.85,0.13,mfe_ratchet_stop,31
2026-03-13,PE,2026-03-13 05:40:00+00:00,2026-03-13 05:59:00+00:00,54066.550000,54195.20,54361.600000,54195.20,0.35,OTM1,1,30,1350.83,-1350.83,-1.00,551.25,0.41,0,index_structure_stop,19
2026-03-16,PE,2026-03-16 05:15:00+00:00,2026-03-16 05:27:00+00:00,53524.300000,53356.900000,53630.600000,53651.64,0.35,OTM1,1,30,1337.07,1956.00,1.46,2794.58,2.09,69.99,mfe_ratchet_stop,12
2026-03-18,CE,2026-03-18 08:00:00+00:00,2026-03-18 08:34:00+00:00,55326.800000,55401.450000,55109.300000,55211.38,0.35,OTM1,1,30,1211.91,1030.50,0.85,1473.68,1.22,69.93,mfe_ratchet_stop,34
2026-03-18,CE,2026-03-18 08:50:00+00:00,2026-03-18 08:57:00+00:00,55438.350000,55507.850000,55109.300000,55326.75,0.35,OTM1,1,30,1171.80,850.50,0.73,1215.90,1.04,69.95,mfe_ratchet_stop,7
2026-03-23,PE,2026-03-23 05:20:00+00:00,2026-03-23 05:23:00+00:00,51756.850000,51677.850000,52068.800000,51857.85,0.35,OTM1,1,30,1060.50,885.00,0.83,1264.73,1.19,69.98,mfe_ratchet_stop,3
2026-03-25,CE,2026-03-25 05:40:00+00:00,2026-03-25 05:54:00+00:00,53966.550000,53857.69,53571.800000,53857.69,0.35,OTM1,1,30,1143.03,-1143.03,-1.00,516.08,0.45,0,index_structure_stop,14
2026-03-27,PE,2026-03-27 05:15:00+00:00,2026-03-27 05:28:00+00:00,52656.150000,52605.300000,52773.100000,52776.98,0.35,OTM1,1,30,1268.72,903.00,0.71,1292.03,1.02,69.89,mfe_ratchet_stop,13
2026-03-27,PE,2026-03-27 05:50:00+00:00,2026-03-27 06:08:00+00:00,52528.050000,52528.200000,52773.100000,52625.78,0.5,ATM,1,30,1465.95,1.50,0.00,1399.50,0.95,0.11,mfe_ratchet_stop,18
2026-03-27,PE,2026-03-27 08:20:00+00:00,2026-03-27 08:45:00+00:00,52504.750000,52510.550000,52773.100000,52606.68,0.35,OTM1,1,30,1070.27,1.50,0.00,869.40,0.81,0.17,mfe_ratchet_stop,25
2026-03-30,PE,2026-03-30 07:35:00+00:00,2026-03-30 07:57:00+00:00,50756.500000,50696.950000,50888.150000,50824.49,0.5,ATM,1,30,1019.85,1105.50,1.08,1580.25,1.55,69.96,mfe_ratchet_stop,22
2026-03-30,PE,2026-03-30 08:15:00+00:00,2026-03-30 09:41:00+00:00,50665.400000,50303.100000,50888.150000,50756.82,0.5,ATM,1,30,1371.30,5881.50,4.29,8402.25,6.13,70.00,mfe_ratchet_stop,86
2026-04-01,CE,2026-04-01 07:35:00+00:00,2026-04-01 07:49:00+00:00,51923.700000,51880.500000,51801.600000,51805.70,0.35,OTM1,1,30,1239.00,1.50,0.00,1072.58,0.87,0.14,mfe_ratchet_stop,14
2026-04-06,CE,2026-04-06 07:55:00+00:00,2026-04-06 08:46:00+00:00,52280.250000,52390.200000,51829.300000,52142.80,0.35,OTM1,1,30,1443.23,1206.00,0.84,1724.63,1.19,69.93,mfe_ratchet_stop,51
2026-04-08,CE,2026-04-08 05:20:00+00:00,2026-04-08 05:33:00+00:00,55386.250000,55476.050000,55230.350000,55256.47,0.35,OTM1,1,30,1362.69,1095.00,0.80,1565.03,1.15,69.97,mfe_ratchet_stop,13
2026-04-08,CE,2026-04-08 09:10:00+00:00,2026-04-08 09:14:00+00:00,55597.100000,55667.350000,55230.350000,55514.64,0.5,ATM,1,30,1236.90,1077.00,0.87,1540.50,1.25,69.91,mfe_ratchet_stop,4
2026-04-09,PE,2026-04-09 07:55:00+00:00,2026-04-09 08:18:00+00:00,54878.950000,54829.000000,55247.650000,54978.79,0.5,ATM,1,30,1497.60,1146.00,0.77,1638.75,1.09,69.93,mfe_ratchet_stop,23
2026-04-09,PE,2026-04-09 09:05:00+00:00,2026-04-09 09:13:00+00:00,54663.600000,54761.97,55247.650000,54761.97,0.5,ATM,1,30,1475.55,-1475.55,-1.00,241.50,0.16,0,index_structure_stop,8
2026-04-10,CE,2026-04-10 04:30:00+00:00,2026-04-10 04:34:00+00:00,55795.250000,55762.500000,55627.450000,55725.53,0.5,ATM,1,30,1045.80,1.50,0.00,934.50,0.89,0.16,mfe_ratchet_stop,4
2026-04-10,CE,2026-04-10 08:00:00+00:00,2026-04-10 08:45:00+00:00,55880.500000,55770.41,55627.450000,55770.41,0.35,OTM1,1,30,1155.95,-1155.95,-1.00,929.25,0.80,0,index_structure_stop,45
2026-04-13,CE,2026-04-13 06:50:00+00:00,2026-04-13 07:04:00+00:00,55238.100000,55328.400000,54848.100000,55130.46,0.35,OTM1,1,30,1130.22,1114.50,0.99,1593.90,1.41,69.92,mfe_ratchet_stop,14
2026-04-13,CE,2026-04-13 08:50:00+00:00,2026-04-13 09:01:00+00:00,55593.000000,55667.400000,54848.100000,55503.74,0.5,ATM,1,30,1338.90,1120.50,0.84,1601.25,1.20,69.98,mfe_ratchet_stop,11
2026-04-16,PE,2026-04-16 06:30:00+00:00,2026-04-16 07:08:00+00:00,56141.700000,56024.900000,56522.100000,56274.53,0.35,OTM1,1,30,1394.72,1249.50,0.90,1787.10,1.28,69.92,mfe_ratchet_stop,38
2026-04-16,PE,2026-04-16 07:40:00+00:00,2026-04-16 08:14:00+00:00,55951.700000,56037.76,56522.100000,56037.76,0.5,ATM,1,30,1290.90,-1290.90,-1.00,801.75,0.62,0,index_structure_stop,34
2026-04-17,CE,2026-04-17 08:15:00+00:00,2026-04-17 08:26:00+00:00,56436.000000,56403.37,56209.300000,56403.37,0.5,ATM,1,30,489.45,-489.45,-1.00,361.50,0.74,0,index_structure_stop,11
2026-04-20,CE,2026-04-20 05:15:00+00:00,2026-04-20 05:40:00+00:00,57026.450000,56922.32,56909.500000,56922.32,0.35,OTM1,1,30,1093.37,-1093.37,-1.00,302.40,0.28,0,index_structure_stop,25
2026-04-21,CE,2026-04-21 04:35:00+00:00,2026-04-21 04:49:00+00:00,57204.500000,57157.70,57088.400000,57157.70,0.5,ATM,1,30,702.00,-702.00,-1.00,184.50,0.26,0,index_structure_stop,14
2026-04-23,PE,2026-04-23 09:05:00+00:00,2026-04-23 09:12:00+00:00,56244.200000,56294.33,56491.250000,56294.33,0.5,ATM,1,30,751.95,-751.95,-1.00,405.75,0.54,0,index_structure_stop,7
2026-04-24,PE,2026-04-24 04:50:00+00:00,2026-04-24 06:44:00+00:00,55978.250000,56092.52,56159.450000,56092.52,0.35,OTM1,1,30,1199.84,-1199.84,-1.00,853.65,0.71,0,index_structure_stop,114
2026-04-28,PE,2026-04-28 08:20:00+00:00,2026-04-28 08:25:00+00:00,55536.400000,55614.98,55851.800000,55614.98,0.5,ATM,1,30,1178.70,-1178.70,-1.00,105.75,0.09,0,index_structure_stop,5
2026-04-29,CE,2026-04-29 04:45:00+00:00,2026-04-29 05:08:00+00:00,55818.350000,55797.250000,55688.350000,55702.28,0.35,OTM1,1,30,1218.74,1.50,0.00,1184.93,0.97,0.13,mfe_ratchet_stop,23
2026-04-29,CE,2026-04-29 07:00:00+00:00,2026-04-29 07:29:00+00:00,56089.200000,56083.250000,55688.350000,55985.20,0.35,OTM1,1,30,1092.00,1.50,0.00,940.28,0.86,0.16,mfe_ratchet_stop,29
2026-05-05,PE,2026-05-05 06:30:00+00:00,2026-05-05 06:44:00+00:00,54241.250000,54317.09,54438.150000,54317.09,0.5,ATM,1,30,1137.60,-1137.60,-1.00,294.00,0.26,0,index_structure_stop,14
2026-05-06,PE,2026-05-06 05:50:00+00:00,2026-05-06 07:39:00+00:00,54910.550000,54687.850000,55109.050000,55023.85,0.35,OTM1,1,30,1189.65,2376.00,2.00,3395.18,2.85,69.98,mfe_ratchet_stop,109
2026-05-11,PE,2026-05-11 04:30:00+00:00,2026-05-11 04:39:00+00:00,54407.350000,54496.69,54600.250000,54496.69,0.5,ATM,1,30,1340.10,-1340.10,-1.00,74.25,0.06,0,index_structure_stop,9
2026-05-12,PE,2026-05-12 05:35:00+00:00,2026-05-12 06:41:00+00:00,53898.300000,53909.100000,54003.300000,53983.89,0.5,ATM,1,30,1283.85,1.50,0.00,1224.75,0.95,0.12,mfe_ratchet_stop,66
2026-05-12,PE,2026-05-12 08:35:00+00:00,2026-05-12 09:34:00+00:00,53660.950000,53553.100000,54003.300000,53796.88,0.35,OTM1,1,30,1427.27,1494.00,1.05,2136.23,1.50,69.94,mfe_ratchet_stop,59
2026-05-20,CE,2026-05-20 05:55:00+00:00,2026-05-20 06:01:00+00:00,53240.800000,53271.850000,53020.500000,53169.29,0.5,ATM,1,30,1072.65,976.50,0.91,1396.50,1.30,69.92,mfe_ratchet_stop,6
2026-05-20,CE,2026-05-20 08:55:00+00:00,2026-05-20 09:44:00+00:00,53495.850000,53594.550000,53020.500000,53357.29,0.35,OTM1,1,30,1454.88,1065.00,0.73,1523.03,1.05,69.93,mfe_ratchet_stop,49
2026-05-21,PE,2026-05-21 05:35:00+00:00,2026-05-21 05:49:00+00:00,53704.050000,53622.650000,53797.150000,53807.34,0.35,OTM1,1,30,1084.55,1273.50,1.17,1819.65,1.68,69.99,mfe_ratchet_stop,14
2026-05-22,CE,2026-05-22 04:40:00+00:00,2026-05-22 07:26:00+00:00,54047.450000,54163.050000,53914.900000,53904.67,0.35,OTM1,1,30,1499.19,1216.50,0.81,1738.80,1.16,69.96,mfe_ratchet_stop,166
2026-05-25,CE,2026-05-25 05:35:00+00:00,2026-05-25 06:36:00+00:00,55073.100000,55000.34,54974.400000,55000.34,0.5,ATM,1,30,1091.40,-1091.40,-1.00,735.75,0.67,0,index_structure_stop,61
2026-05-27,PE,2026-05-27 08:15:00+00:00,2026-05-27 08:53:00+00:00,54847.100000,54924.77,54908.850000,54924.77,0.5,ATM,1,30,1165.05,-1165.05,-1.00,535.50,0.46,0,index_structure_stop,38
2026-05-29,PE,2026-05-29 08:05:00+00:00,2026-05-29 08:58:00+00:00,54550.450000,54569.350000,54748.300000,54645.94,0.5,ATM,1,30,1432.35,1.50,0.00,1384.50,0.97,0.11,mfe_ratchet_stop,53
2026-06-01,PE,2026-06-01 05:05:00+00:00,2026-06-01 05:18:00+00:00,53871.150000,54007.95,54170.650000,54007.95,0.35,OTM1,1,30,1436.40,-1436.40,-1.00,140.18,0.10,0,index_structure_stop,13
2026-06-02,CE,2026-06-02 08:00:00+00:00,2026-06-02 09:09:00+00:00,53872.900000,53742.97,53385.650000,53742.97,0.35,OTM1,1,30,1364.27,-1364.27,-1.00,636.83,0.47,0,index_structure_stop,69
2026-06-03,CE,2026-06-03 08:30:00+00:00,2026-06-03 08:36:00+00:00,53886.250000,53939.750000,53638.850000,53800.60,0.5,ATM,1,30,1284.75,1227.00,0.96,1754.25,1.37,69.94,mfe_ratchet_stop,6
2026-06-03,CE,2026-06-03 09:10:00+00:00,2026-06-03 09:25:00+00:00,54029.200000,54168.850000,53638.850000,53892.83,0.35,OTM1,1,30,1431.89,1680.00,1.17,2400.83,1.68,69.98,mfe_ratchet_stop,15
2026-06-04,CE,2026-06-04 04:50:00+00:00,2026-06-04 04:59:00+00:00,54294.850000,54214.13,54138.850000,54214.13,0.5,ATM,1,30,1210.80,-1210.80,-1.00,182.25,0.15,0,index_structure_stop,9
2026-06-05,CE,2026-06-05 04:35:00+00:00,2026-06-05 04:43:00+00:00,54625.300000,54495.50,54520.200000,54495.50,0.35,OTM1,1,30,1362.90,-1362.90,-1.00,816.38,0.60,0,index_structure_stop,8
2026-06-09,CE,2026-06-09 06:35:00+00:00,2026-06-09 06:53:00+00:00,54834.000000,54896.450000,54711.200000,54732.93,0.35,OTM1,1,30,1061.24,745.50,0.70,1066.80,1.01,69.88,mfe_ratchet_stop,18
2026-06-09,CE,2026-06-09 07:05:00+00:00,2026-06-09 07:48:00+00:00,54971.750000,55051.850000,54711.200000,54855.49,0.35,OTM1,1,30,1220.73,1003.50,0.82,1433.78,1.17,69.99,mfe_ratchet_stop,43
2026-06-09,CE,2026-06-09 08:00:00+00:00,2026-06-09 08:26:00+00:00,55100.950000,55025.44,54711.200000,55025.44,0.5,ATM,1,30,1132.65,-1132.65,-1.00,504.75,0.45,0,index_structure_stop,26
2026-06-11,CE,2026-06-11 04:25:00+00:00,2026-06-11 04:28:00+00:00,55216.150000,55112.76,55096.450000,55112.76,0.35,OTM1,1,30,1085.60,-1085.60,-1.00,26.78,0.02,0,index_structure_stop,3
